,id,keyword,location,text,target,text_cleaned
8338,8338,quarantined,Singapore,"Thailand confirms first case of mystery virus from Wuhan, Chinese woman quarantined https://t.co/N7StoxC54s https://t.co/C52vmsc0lR",1,thailand confirms first case mystery virus wuhan chinese woman quarantined
8339,8339,quarantined,Worldwide,"Chinese woman, 61, quarantined in Thailand is diagnosed with the same mystery virus that has killed one person in C… https://t.co/vrVScOl1Jm",1,chinese woman quarantined thailand diagnosed mystery virus killed one person
8340,8340,radiation%20emergency,New Delhi,"Tomosynthesis gives images from diff angles but involves radiation says Dr Anjali Agrawal, society for emergency radiology",0,tomosynthesis gives images diff angles involves radiation says dr anjali agrawal society emergency radiology
8341,8341,radiation%20emergency,"Senoia, GA",You are correct. But you will be billed.... however if you h… https://t.co/A6BgOmNw5j,0,correct billed however
8342,8342,radiation%20emergency,Turtle Island,In case this happens again. And in case the radiation emergency isn’t a drill but the threat is real. Here’s a helpful we…,0,case happens case radiation emergency isnt drill threat real heres helpful
8343,8343,radiation%20emergency,Aterón:toh / Tkaronto,In case this happens again. And in case the radiation emergency isn’t a drill but the threat is real. Here’s a help… https://t.co/ToCXqvVBp6,0,case happens case radiation emergency isnt drill threat real heres
8344,8344,radiation%20emergency,"Aberdeen, Scotland",The whole planet is facing an emergency due to imminent 5G radiation. Greta please stop… https://t.co/D4Dh9Sshuo,0,whole planet facing emergency due imminent g radiation greta please
8345,8345,radiation%20emergency,Canada.,EPA's New Emergency Plan for Radiation Levels allowed in Drinking Water has People Very Concerned https://t.co/g5sCjK…,1,epas new emergency plan radiation levels allowed drinking water people concerned
8346,8346,radiation%20emergency,,"1) At 7:27EST, an Emergency Alert was sent in Ontario re: the Pickerton Nuclear Generating Station. They’re stating it wa…",1,est emergency alert sent ontario pickerton nuclear generating station theyre stating
8347,8347,radiation%20emergency,"Portland , Oregon",This was the actual report about a Nuclear Emergency warning sent out in error From Pickering Nuclear Power plant to Re…,1,actual report nuclear emergency warning sent error pickering nuclear power plant
8348,8348,radiation%20emergency,Toronto,I can't believe people actually took iodine pills yesterday (someone even gave it to their dog) - even though the F… https://t.co/aZWLa1xk1D,0,cant believe people actually took iodine pills yesterday someone even gave dog even though
8349,8349,radiation%20emergency,Toronto & Infinity,This was the actual report about a Nuclear Emergency warning sent out in error From Pickering Nuclear Power plant t… https://t.co/ZwgWG1mC9l,1,actual report nuclear emergency warning sent error pickering nuclear power plant
8350,8350,radiation%20emergency,Barrhaven Ontario,"I mean, at least this emergency alert said there was no radiat…",0,mean least emergency alert said
8351,8351,radiation%20emergency,,My favourite way of looking at this is how if a nuclear power plant released the amount of radiation that a…,0,favourite way looking nuclear power plant released amount radiation
8352,8352,radiation%20emergency,"Toronto, Ontario, Canada",A relevant piece from 2016: Is Toronto ready for a radiation emergency? https://t.co/8QqwkJMImh via,0,relevant piece toronto ready radiation emergency via
8353,8353,radiation%20emergency,"Toronto, ON",Meanwhile in The Shawa after today's emergency alert #PickeringNuclearStation #radiation https://t.co/pn3jzVhuV3,0,meanwhile shawa todays emergency alert pickeringnuclearstation radiation
8354,8354,radiation%20emergency,Planet Earth,Meanwhile in The Shawa after today's emergency alert #PickeringNuclearStation #radiation https://t.co/pn3jzVhuV3,0,meanwhile shawa todays emergency alert pickeringnuclearstation radiation
8355,8355,radiation%20emergency,St Joseph de Beauce,Who is responsible for sending/did send the emergency alert regarding a critical radiation incident at Pickering Power Pla…,0,responsible sendingdid send emergency alert regarding critical radiation incident pickering power
8356,8356,radiation%20emergency,"Toronto, ON, 🇨🇦",Shudder. What I get from this 2016 piece is the radiation emergency plan encompasses little mo… https://t.co/6GCgz7mpxY,0,shudder get piece radiation emergency plan encompasses little
8357,8357,radiation%20emergency,,EMERGENCY. EVERYTHING IS FINE. WHY ARE YOU EVEN PANICKING? DO YOU OWN A RADIATION SUIT? WE'RE JUST ASKING…,0,emergency everything fine even panicking radiation suit
8358,8358,radiation%20emergency,Texas,Emergency beer and bottle of vodka (in case of radiation exposure) also imo 2 tourniquets in case of… https://t.co/6wv092w4hn,0,emergency beer bottle vodka case radiation exposure also imo tourniquets case
8359,8359,radiation%20emergency,yellow submarine,tbh i'm very confused with pickering rn idk if people are telling the truth or just hiding something I AM IN CONFUS… https://t.co/sg6Jig968Q,0,tbh im confused pickering rn idk people telling truth hiding something
8360,8360,radiation%20emergency,"Haudenosaunee and Anishnaabeg Dish With One Spoon Territory / Hamilton, Ontario",did you see that thing where you can get mailed iodine tablets that you can take in case of a radiation emergency?,0,see thing get mailed iodine tablets take case radiation emergency
8361,8361,radiation%20emergency,"Louisville, Ky",Fucking Hell if there was no radiation leak why tf did we just get woken up by the emergency alert system phone siren?? I ha…,0,fucking hell radiation leak tf get woken emergency alert system phone siren
8362,8362,radiation%20emergency,"Toronto Ontario, Canada",Nothing except a false alarm emergency alert for an incident that happened there Friday where no radiation… https://t.co/PXbmLRXYSo,1,nothing except false alarm emergency alert incident happened friday
8363,8363,radiation%20emergency,"Toronto, Ontario",A little disturbing as I live just 29km from this power plant. Few years ago we all got radiation kits mail… https://t.co/EJbcyTagxG,0,little disturbing live km power plant years ago got radiation kits
8364,8364,radiation%20emergency,"Canada, USA",Let's get these plants out of our cities! https://t.co/5pHYaGiLmP,0,lets get plants cities
8365,8365,radiation%20emergency,"Canada, USA",It's not just about the alerts. Let's get these plants out of our cities! https://t.co/5pHYaGiLmP,0,alerts lets get plants cities
8366,8366,radiation%20emergency,Pickering Ontario,Emergency crews are responding to an unspecified incident at the Pickering plant. No abnormal radiation reported. https:/…,1,emergency crews responding unspecified incident pickering plant abnormal radiation reported
8367,8367,radiation%20emergency,,So in the early morning hours my phone starts alarming about an emergency at a nearby nuclear plant with no radiati… https://t.co/pBZ7Z8u9OE,1,early morning hours phone starts alarming emergency nearby nuclear plant
8368,8368,radiation%20emergency,,It was taken down once emergency services arrive and plant workers cleared confusion. Premier officia… https://t.co/FMTPEwexsp,1,taken emergency services arrive plant workers cleared confusion premier
8369,8369,radiation%20emergency,,The warned everybody FOUR years ago about this issue: https://t.co/kyFaXIL589 Doug… https://t.co/jbtEv51WD2,0,warned everybody four years ago issue
8370,8370,radiation%20emergency,"Rising Waters, Ealdormere",I received 2 emergency alerts while I was sleeping. The first said no radiation was released from a nuclear plant a… https://t.co/277NwyMb40,0,received emergency alerts sleeping first said radiation released nuclear plant
8371,8371,radiation%20emergency,"Toronto, CA",Provincial Emergency Operations Centre sent the original alert during their training exercise-… https://t.co/zCO8RIjSzk,0,provincial emergency operations centre sent original alert training
8372,8372,rainstorm,Northeast Florida,My truck needs a snorkel #dubai #flood #rainstorm https://t.co/FqVOu0h8nR,1,truck needs snorkel dubai flood rainstorm
8373,8373,rainstorm,"Raleigh, NC",This rainstorm 😍,0,rainstorm
8374,8374,rainstorm,,*A Poem About Nature* I would vacation At a Rainforest Cafe Just a quick getaway - 3 or 4 days Sunbathe by the animatr…,0,poem nature would vacation rainforest cafe quick getaway days sunbathe
8375,8375,rainstorm,,"Biblical Literature And Life: During Unexpected Torrential Rainstorm And Whiping Winds, Lot Tries Frantically To C… https://t.co/742XiUSXO5",0,biblical literature life unexpected torrential rainstorm whiping winds lot tries frantically
8376,8376,rainstorm,God’s heart,What if they wear raincoat during that rainstorm,0,wear raincoat rainstorm
8377,8377,rainstorm,,"Eight F-16C of the IAF, which were parked in their underground hangars at Hatzor air base (Israel), were damaged as… https://t.co/SfvubYMxl4",1,eight fc iaf parked underground hangars hatzor air base israel damaged
8378,8378,rainstorm,"15 Yemen Road, Yemen ",I was planning something in Hollywood on Thursday with my students. A day when there's going to be a sure-bet rains… https://t.co/RFYUKOuCLa,0,planning something hollywood thursday students day theres going surebet
8379,8379,rainstorm,Oregon (Lost Californian),"in my dream last night, there was this really cute girl who lived somewhere close to me and she had stars in her ey… https://t.co/uwd728dcVS",0,dream last night really cute girl lived somewhere close stars
8380,8380,rainstorm,,"""The god of storms has been the patron of my house since before we left Earth. I'm not gonna die in a rainstorm on… https://t.co/eB8qFORd7m",0,god storms patron house since left earth im gonna die rainstorm
8381,8381,rainstorm,,𝐒𝐨𝐦𝐞 𝐭𝐡𝐢𝐧𝐠𝐬 𝐧𝐞𝐯𝐞𝐫 𝐜𝐡𝐚𝐧𝐠𝐞 𝐋𝐢𝐤𝐞 𝐡𝐨𝐰 𝐈'𝐦 𝐡𝐨𝐥𝐝𝐢𝐧𝐠 𝐨𝐧 𝐭𝐢𝐠𝐡𝐭 𝐭𝐨 𝐲𝐨𝐮 #방찬 #BangChan #필릭스 #Felix #호주즈 #StrayKids #스트레이키즈 https:…,0,things never change like im holding tight bangcan bangchan pilrigseu felix hojujeu straykids seuteureikijeu
8382,8382,rainstorm,"Enfield, CT",0z euro is in and is warmer! Dont let snow trolls fool you! This is a mild rainstorm from new Jersey to Connecticut… https://t.co/vpS0YgKaVq,0,z euro warmer dont let snow trolls fool mild rainstorm new jersey
8383,8383,razed,los angeles till super tuesday,Somali tenants are fighting this in MPLS and getting no attention. I’ve… https://t.co/2ynYN6CTpC,0,somali tenants fighting mpls getting attention ive ...
8384,8384,razed,Thika Kenya,"Good lord, the Sunday news. Reminds me of a Soviet joke. A listener calls the radio: - ""Comrades, will there be war?"" - ""…",0,good lord sunday news reminds soviet joke listener calls radio comrades war
